Company Name,Address,City,State,ZIP Code,County,Neighborhood,Phone Number Combined,Website,Primary SIC Description,SIC Code 1,Cuisine Code Description,Tuesday Open,Tuesday Close,Wednesday Open,Wednesday Close,Thursday Open,Thursday Close,Friday Open,Friday Close,Saturday Open,Saturday Close,Sunday Open,Sunday Close,Twitter,Facebook,Record Type,WhatTypes,Rating
12 Tamales,1243 N Virgil Ave # 2,Los Angeles,CA,90029,Los Angeles,East Hollywood,Not Available,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,5.23
120 South Los Angeles Street,120 S Los Angeles St,Los Angeles,CA,90012,Los Angeles,Historic Cultural,Not Available,,,701101,,,,,,,,,,,,,,,,Verified,,1.36
12131 Saticoy Villas,16114 Hart St,Van Nuys,CA,91406,Los Angeles,Lake Balboa,Not Available,,,701116,,,,,,,,,,,,,,,,Verified,,2.66
123 Pho,210 E 3rd St # E,Long Beach,CA,90802,Los Angeles,Downtown Long Beach,Not Available,,,581208,VIETNAMESE,,,,,,,,,,,,,,,Verified,,2.19
12sixty Modern Pub & Kitchen,14299 Firestone Blvd,La Mirada,CA,90638,Los Angeles,La Mirada,(714) 690-2154,12sixty.Com,,581208,AMERICAN,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,,http://www.facebook.com/12sixtympk,Verified,Restaurants,2.92
14th Street Grille LLC,1547 14th St,Santa Monica,CA,90404,Los Angeles,Pico,(310) 260-3171,,,581208,,,,,,,,,,,,,,,,Verified,,5.64
1727 Hudson Hospitality LLC,6541 Hollywood Blvd,Los Angeles,CA,90028,Los Angeles,Hollywood Hills West,(323) 465-1902,Novacancyla.Com,,701101,,,,,,,,,,,,,,,,Verified,,4.91
1730 Western Inc,1730 S Western Ave,Los Angeles,CA,90006,Los Angeles,,(323) 732-9222,,,581208,,,,,,,,,,,,,,,,Verified,Hotels,1.33
18th Street Coffee House,1725 Broadway,Santa Monica,CA,90404,Los Angeles,Pico,(310) 264-0662,,,581228,,,,,,,,,,,,,,,,Verified,Restaurants,2.35
2 For 1 Pizza Co,10678 Balboa Blvd,Granada Hills,CA,91344,Los Angeles,,(818) 366-0255,241pizza.Com,,581208,PIZZA,,,,,,,,,,,,,http://twitter.com/241_pizza,http://www.facebook.com/pages/241-pizza/210651442359909,Verified,Restaurants,3.60
2 John's Ice Cream Inc,24305 Town Center Dr # 100,Valencia,CA,91355,Los Angeles,,Not Available,,,581203,,,,,,,,,,,,,,,,Verified,Restaurants,1.69
2 Musketeers Pizza Inc,10652 Riverside Dr,North Hollywood,CA,91602,Los Angeles,Greater Toluca Lake,Not Available,,,581208,PIZZA,,,,,,,,,,,,,,,Verified,Restaurants,1.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
Massis Kabob,1132 Glendale Galleria,Glendale,CA,91210,Los Angeles,City Center,(818) 240-7375,Massiskabob.Com,,581208,MEDITERRANEAN,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1100,1900,http://twitter.com/massiskabob,https://www.facebook.com/massiskabobery,Verified,Restaurants,1.94
Great White Hut,121 W California Ave,Glendale,CA,91203,Los Angeles,City Center,(818) 243-5619,Greatwhitehut.Com,,581208,BURGERS,800,Open 24 Hours,800,Open 24 Hours,800,Open 24 Hours,800,300,900,300,1100,1700,https://twitter.com/greatwhitehut,https://www.facebook.com/pages/the-great-white-hut/154252571338627,Verified,Restaurants,2.80
Starbucks,1090 Wilshire Blvd,Los Angeles,CA,90017,Los Angeles,Downtown Los Angeles,(213) 250-8291,Starbucks.Com,,581228,,530,2130,530,2130,530,2130,530,2130,530,2100,530,2030,http://twitter.com/starbucks,https://www.facebook.com/101623163230851,Verified,Restaurants,1.07
Sizzler,2920 Los Feliz Blvd,Los Angeles,CA,90039,Los Angeles,Central Atwater,(323) 660-1559,Sizzler.Com,,581208,STEAK HOUSES,1100,2100,1100,2100,1100,2100,1100,2130,1100,2130,900,2100,http://www.twitter.com/sizzler_usa,http://www.facebook.com/sizzler,Verified,Restaurants,1.04
Royal Catering,2617 Stingle Ave,Rosemead,CA,91770,Los Angeles,Rosemead,(323) 582-2611,,,581212,,,,,,,,,,,,,,,,Verified,,3.13
Baskin-Robbins,10563 Riverside Dr,Toluca Lake,CA,91602,Los Angeles,Greater Toluca Lake,(818) 753-8000,Baskinrobbins.Com,,581203,,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,http://twitter.com/baskinrobbins,http://www.facebook.com/baskinrobbins,Verified,Restaurants,5.68
Baskin-Robbins,400 W Willow St,Long Beach,CA,90806,Los Angeles,South Wrigley,(562) 426-4879,Baskinrobbins.Com,,581203,,,,,,,,,,,,,,http://twitter.com/baskinrobbins,http://www.facebook.com/baskinrobbins,Verified,Restaurants,2.68
Baskin-Robbins,11658 Wilshire Blvd,West Los Angeles,CA,90025,Los Angeles,Sawtelle,(310) 478-7870,Baskinrobbins.Com,,581203,,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,http://twitter.com/baskinrobbins,http://www.facebook.com/baskinrobbins,Verified,Restaurants,2.35
Baskin-Robbins,2084 S Atlantic Blvd,Monterey Park,CA,91754,Los Angeles,Monterey Park,(323) 722-5094,Baskinrobbins.Com,,581203,,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,http://twitter.com/baskinrobbins,http://www.facebook.com/baskinrobbins,Verified,Restaurants,5.76
Wendy's,14960 LA Mirada Blvd,La Mirada,CA,90638,Los Angeles,La Mirada,(714) 521-5170,Wendys.Com,,581208,BURGERS,900,1300,900,1300,900,1300,900,1300,900,1300,900,1300,http://twitter.com/wendys,http://www.facebook.com/wendys/,Verified,Restaurants,5.29
Salon Acapulco Banquet Hall,1929 S Los Angeles St,Los Angeles,CA,90011,Los Angeles,South Central La,(323) 595-2371,Mesalonacapulco.Com,,581223,,1200,2100,1200,2100,1200,2100,1200,2100,1200,1830,1200,1830,,http://www.facebook.com/salonacapulco213,Verified,,1.25
Chile Verde,20700 Avalon Blvd,Carson,CA,90746,Los Angeles,,(310) 630-0080,Chileverde.Com,,581208,MEXICAN,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,http://twitter.com/thechileverde,http://www.facebook.com/chile-verde-mexican-food-465430136827143,Verified,Restaurants,2.43
Chile Verde,270 E Sepulveda Blvd,Carson,CA,90745,Los Angeles,,(310) 835-2234,Chileverde.Com,,581208,MEXICAN,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,http://twitter.com/thechileverde,http://www.facebook.com/pages/chile-verde-mexican-food/465430136827143,Verified,Restaurants,2.13
Chile Verde,2851 W 120th St # B,Hawthorne,CA,90250,Los Angeles,East Hawthorne,(323) 755-7000,Chileverde.Com,,581208,MEXICAN,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,http://twitter.com/thechileverde,http://www.facebook.com/pages/chile-verde-mexican-food/465430136827143,Verified,Restaurants,2.72
Chile Verde,3382 W Century Blvd,Inglewood,CA,90303,Los Angeles,,(310) 677-3737,Chileverde.Com,,581208,MEXICAN,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,http://twitter.com/thechileverde,http://www.facebook.com/pages/chile-verde-mexican-food/465430136827143,Verified,Restaurants,5.43
Chile Verde No 4,20806 Figueroa St,Carson,CA,90745,Los Angeles,,(310) 782-8103,Chileverde.Com,,581208,MEXICAN,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,http://twitter.com/thechileverde,http://www.facebook.com/pages/chile-verde-mexican-food/465430136827143,Verified,Restaurants,1.69
Chile Verde,1425 W Artesia Blvd,Gardena,CA,90248,Los Angeles,Gardena,(310) 324-2000,Chileverd.Us,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,1.94
Wingstop,12117 Carson St,Hawaiian Gardens,CA,90716,Los Angeles,Hawaiian Gardens,(562) 402-9464,Wingstop.Com,,581208,BARBECUE,1030,Open 24 Hours,1030,Open 24 Hours,1030,Open 24 Hours,1030,Open 24 Hours,1030,Open 24 Hours,1030,Open 24 Hours,http://twitter.com/wingstop,http://www.facebook.com/wingstop/,Verified,Restaurants,1.41
Chile Verde,2222 Sepulveda Blvd,Torrance,CA,90501,Los Angeles,Southeast Torrance,(310) 534-5541,Chileverde.Com,,581208,MEXICAN,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,https://twitter.com/thechileverde,https://www.facebook.com/pages/chile-verde-mexican-food/465430136827143,Verified,Restaurants,5.68
Town Motel,14855 S Western Ave,Gardena,CA,90249,Los Angeles,Gardena,(310) 327-3577,Moseleycottage.Net,,701101,,800,2100,800,2100,800,2100,800,2100,800,2100,800,2100,,http://www.facebook.com/moseleycottageinn,Verified,Hotels,3.46
Gardena Terrace Inn,15902 S Western Ave,Gardena,CA,90247,Los Angeles,Gardena,(310) 817-5922,Gardenaterrace.Com,,701101,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,https://twitter.com/clubgti,https://www.facebook.com/gardenaterrace,Verified,,5.86
Corner Bakery Cafe,15626 Ventura Blvd,Encino,CA,91436,Los Angeles,Encino,(818) 981-7514,Cornerbakerycafe.Com,,581208,BAKERY,700,2100,700,2100,700,2100,700,2100,800,2100,800,2100,http://twitter.com/cornerbakery,,Verified,Hotels,5.46
Penjing Inc,1558 New Ave,San Gabriel,CA,91776,Los Angeles,South Of San Gabriel Village,(626) 284-8629,,,581208,,,,,,,,,,,,,,,,Verified,,4.91
Beak WHA Gombo Restaurant,3929 W Olympic Blvd,Los Angeles,CA,90019,Los Angeles,Greater Wilshire,(323) 935-5554,Laderaheights.Info,,581208,ASIAN,,,,,,,,,,,,,,,Verified,Restaurants,1.35
Coffee Connection,3838 S Centinela Ave,Los Angeles,CA,90066,Los Angeles,Mar Vista,(310) 391-1380,Coffeeconnectionla.Com,,581214,,530,2100,530,2100,530,2100,530,2100,530,2100,Closed,,http://twitter.com/westlacafe,http://www.facebook.com/westlacafe,Verified,,2.61
Mc Donald's,2215 W Martin Luther King Jr B,Los Angeles,CA,90008,Los Angeles,King Estates,(323) 299-2259,Mcdonalds.Com,,581208,BURGERS,500,2200,500,2200,500,2200,500,2200,500,2200,500,2200,http://twitter.com/mcdonalds,http://www.facebook.com/mcdonaldsus,Verified,Restaurants,1.51
Mondrian Los Angeles,8440 W Sunset Blvd,West Hollywood,CA,90069,Los Angeles,West Hollywood,(323) 650-8999,Morganshotelgroup.Com,,701101,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/mondrianla,http://www.facebook.com/mondrian,Verified,,3.86
Let's Have A Cart Party,,Culver City,CA,90230,Los Angeles,,(310) 578-2278,Letshaveacartparty.Com,,581212,,,,,,,,,,,,,,,,Verified,,5.85
Let's Have A Cart Party,12045 Lucile St,Culver City,CA,90230,Los Angeles,Marina Del Rey,(310) 578-2278,Letshaveacartparty.Com,,581212,,930,1630,930,1630,930,1630,930,1630,Closed,,Closed,,,https://www.facebook.com/letshaveacartparty,Verified,,3.03
Best Western Plus Desert Poppy,2038 W Avenue I,Lancaster,CA,93536,Los Angeles,,(661) 418-0550,Bestwestern.Com,,701101,,,,,,,,,,,,,,,,Verified,,4.26
Creme De LA Crepe,424 Pier Ave,Hermosa Beach,CA,90254,Los Angeles,Hermosa Beach,(310) 937-2822,Cremedelacrepe.Com,,581208,FRENCH,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,https://twitter.com/cremecrepecc,https://www.facebook.com/cremedelacrepehermosabeach,Verified,,2.16
Creme De LA Crepe-Redondo Bch,1708 1/2 S Catalina Ave,Redondo Beach,CA,90277,Los Angeles,South Redondo Beach,(310) 540-8811,Cremedelacrepe.Com,,581208,FRENCH,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,http://twitter.com/cdlcbh,http://www.facebook.com/cremedelacreperedondobeach,Verified,,2.53
Feast,902 N Vermont Ave,Los Angeles,CA,90029,Los Angeles,East Hollywood,(310) 568-8600,,,581212,,,,,,,,,,,,,,,http://www.facebook.com/feastcateringinc,Verified,,2.75
Jack In The Box,600 S Gaffey St,San Pedro,CA,90731,Los Angeles,Central San Pedro,(310) 832-1620,Jackinthebox.Com,,581208,BURGERS,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/jackbox,http://www.facebook.com/jackinthebox,Verified,,3.04
Jewish Community Ctr,17315 W Sunset Blvd,Pacific Palisades,CA,90272,Los Angeles,Castellammare,(310) 454-7783,Chabadpalisades.Com,,866112,,,,,,,,,,,,,,,http://www.facebook.com/chabadpalisades,Verified,,1.85
India Restaurant,17824 Pioneer Blvd,Artesia,CA,90701,Los Angeles,Artesia,(562) 860-5621,Theindiarestaurant.Net,,581208,INDIAN,,,,,,,,,,,,,,,Verified,,4.20
Get Shaved,1790 W Carson St # B,Torrance,CA,90501,Los Angeles,Olde Torrance,(424) 558-3848,Getshavedice.Com,,581203,,1200,2200,1200,2200,1200,2200,1200,2200,1200,2200,1200,2200,http://twitter.com/getshaved,https://www.facebook.com/getshaved,Verified,,5.59
Barista Society,6220 Topanga Canyon Blvd # 906,Woodland Hills,CA,91367,Los Angeles,,Not Available,,,581228,,,,,,,,,,,,,,,,Verified,,5.56
Location Petros Catering Svc,144 N Cedar St,Glendale,CA,91206,Los Angeles,Citrus Grove,(818) 445-0459,Petroscateringservice.Com,,581212,,,,,,,,,,,,,,,,Verified,,3.79
St Sophia Greek Orthodox,1324 S Normandie Ave,Los Angeles,CA,90006,Los Angeles,Pico Union,(323) 737-2424,Saintsophia.Org,,866107,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/stsophiala,https://www.facebook.com/stsophiala,Verified,,2.91
I Grill,15425 Valley Blvd,City Of Industry,CA,91746,Los Angeles,Industry,(626) 333-3355,Grubhub.Com,,581208,MEDITERRANEAN,,,,,,,,,,,,,,,Verified,,5.64
Pressed Juicery,8714 Santa Monica Blvd,West Hollywood,CA,90069,Los Angeles,West Hollywood,(310) 854-4407,Pressedjuicery.Com,,581248,,700,2000,700,2000,700,2000,700,2000,800,1900,800,1900,http://twitter.com/pressedjuicery,http://www.facebook.com/pressedjuicery,Verified,Restaurants,4.05
Starbucks,16548 Soledad Canyon Rd,Santa Clarita,CA,91387,Los Angeles,,(661) 252-1324,Starbucks.Com,,581228,,330,2200,330,2200,330,2200,330,2200,Closed,,Closed,,http://twitter.com/starbucks,https://www.facebook.com/1834212170193209,Verified,Restaurants,5.69
Starbucks,27748 Mcbean Pkwy # A-6,Valencia,CA,91354,Los Angeles,,(661) 296-1144,Starbucks.Com,,581228,,430,2100,430,2100,430,2100,430,2200,Closed,,Closed,,http://twitter.com/starbucks,http://www.facebook.com/starbucks,Verified,Restaurants,1.99
Californian RV Resort,1535 Sierra Hwy,Acton,CA,93510,Los Angeles,,(661) 269-0919,Calrv.Com,,703302,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,,https://www.facebook.com/pages/californian-rv-resort/182469151811977,Verified,Hotels,4.87
Starbucks,1143 W Glenoaks Blvd,Glendale,CA,91202,Los Angeles,Glenwood,(818) 507-8020,Starbucks.Com,,581228,,500,2300,500,2300,500,2300,500,2300,500,2300,500,2300,https://twitter.com/starbucks,https://www.facebook.com/2055139704592543,Verified,Restaurants,4.24
Coffee Bean & Tea Leaf,5700 Wilshire Blvd,Los Angeles,CA,90036,Los Angeles,Miracle Mile,(323) 931-4948,Coffeebean.Com,,581228,,500,2000,500,2000,500,2000,500,2000,Closed,,Closed,,http://twitter.com/thecoffeebean,http://www.facebook.com/thecoffeebean,Verified,Restaurants,2.73
George Anderson House Museum,215 E Lime Ave,Monrovia,CA,91016,Los Angeles,Monrovia,(626) 358-6192,,,841201,,,,,,,,,,,,,,,,Verified,Sightseeing,5.33
Edward Hotel,713 E 5th St,Los Angeles,CA,90013,Los Angeles,Downtown Los Angeles,(213) 622-5688,Skidrow.Org,,701101,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/skidroworg,http://www.facebook.com/skidrowhousingtrust,Verified,Hotels,1.60
Los Angeles Luckman Gallery,5151 State University Dr,Los Angeles,CA,90032,Los Angeles,University Hills,(323) 343-6604,Luckmanarts.Org,,841201,,1200,1700,1200,1700,1200,1700,Closed,,1200,1700,Closed,,http://twitter.com/csulacareertalk,http://www.facebook.com/pages/international-graduate-student-peer-support-program-at-cal-state-la/358391264330296,Verified,Sightseeing,1.48
Safir Mediterranean Cuisine,19938 Ventura Blvd,Woodland Hills,CA,91364,Los Angeles,Woodland Hills,(818) 713-9090,Safircuisine.Net,,581208,MEDITERRANEAN,,,,,,,,,,,,,,,Verified,Restaurants,3.46
L A Cafe,639 S Spring St # 16,Los Angeles,CA,90014,Los Angeles,Downtown Los Angeles,(213) 612-3000,Thelacafe.Com,,581208,BISTRO,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,,https://www.facebook.com/pages/la-cafe/120522299175,Verified,Restaurants,2.42
Raffis Place Restaurant,211 E Broadway,Glendale,CA,91205,Los Angeles,City Center,(818) 240-7411,Raffisplace.Com,,581208,MIDDLE EASTERN,1130,2200,1130,2200,1130,2200,1130,2200,1130,2200,1130,2100,http://twitter.com/raffisplace,https://www.facebook.com/raffisplace,Verified,Restaurants,0.94
Highland Gardens Hotel,7047 Franklin Ave,Los Angeles,CA,90028,Los Angeles,Hollywood Hills West,(323) 850-0536,Highlandgardenshotel.Com,,701101,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/hgh_hotel,https://www.facebook.com/highlandgardenshotel,Verified,Restaurants,2.61
J B Burgers,15800 Main St,La Puente,CA,91744,Los Angeles,La Puente,(626) 336-4549,,,581208,BURGERS,700,2300,700,2300,700,2300,700,2300,600,2300,600,2300,,https://www.facebook.com/jbburgerslapuente/likes,Verified,Restaurants,1.36
J B Burgers,5718 Gage Ave,Bell Gardens,CA,90201,Los Angeles,Bell Gardens,(323) 773-3411,,,581208,BURGERS,,,,,,,,,,,,,,,Verified,Restaurants,3.81
J B Burgers,627 S Myrtle Ave,Monrovia,CA,91016,Los Angeles,Monrovia,(626) 357-1173,,,581208,BURGERS,,,,,,,,,,,,,,,Verified,Restaurants,1.79
Ocean Park Inn,2452 Lincoln Blvd,Santa Monica,CA,90405,Los Angeles,Ocean Park,(310) 392-3966,Oceanparkinn.Net,,701101,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,,https://www.facebook.com/pages/ocean-park-inn/118176488198515,Verified,Hotels,3.17
Rest Haven Motel,815 Grant St,Santa Monica,CA,90405,Los Angeles,Sunset Park,(310) 452-3977,Resthavenmotel.Net,,701101,,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,,https://www.facebook.com/pg/rest-haven-motel-120670351281761,Verified,Hotels,4.72
Ice Cream View,319 Stonewood St,Downey,CA,90241,Los Angeles,Downey,(562) 869-9593,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,2.42
Original Tommy's,7606 Foothill Blvd,Tujunga,CA,91042,Los Angeles,Sunland-Tujunga,(818) 951-8094,Originaltommys.Com,,581208,BURGERS,,,,,,,,,,,,,http://twitter.com/originaltommys,http://www.facebook.com/originaltommys,Verified,Restaurants,5.60
LA Rose Cafe,4749 Fountain Ave,Los Angeles,CA,90029,Los Angeles,Little Armenia,(323) 662-4024,,,581208,ASIAN,800,2030,800,2030,800,2030,800,2030,800,2030,1000,1630,,http://www.facebook.com/pages/la-rose-cafe/171154402915196,Verified,Restaurants,2.97
Tom's Burgers,8121 State St,South Gate,CA,90280,Los Angeles,South Gate,(323) 563-1717,Tomsfamous.Com,,581208,BURGERS,,,,,,,,,,,,,http://twitter.com/tomsfamous,http://www.facebook.com/tomsfamousfamilyrestaurant,Verified,Restaurants,1.87
Fusion Bistro,312 N Spring St # 4,Los Angeles,CA,90012,Los Angeles,Civic Center,(213) 626-2110,,,581208,BISTRO,,,,,,,,,,,,,,,Verified,Restaurants,2.23
Lola's Peruvian Restaurant,230 N Brand Blvd,Glendale,CA,91203,Los Angeles,City Center,(818) 956-5888,Lolasperuvianrestaurant.Com,,581208,PERUVIAN,1130,2100,1130,2100,1130,2100,1130,2200,1200,2200,1200,2100,,https://www.facebook.com/lolasperuvianrestaurant,Verified,Restaurants,4.38
Bonano's Chicken,8363 Reseda Blvd # 13,Northridge,CA,91324,Los Angeles,Northridge South,(818) 775-1373,Bonanoschicken.Com,,581208,CHICKEN,1130,2100,1130,2100,1130,2100,1130,2130,1130,2130,1130,2100,,,Verified,Restaurants,4.31
Chio's Peruvian Grill,7755 Sepulveda Blvd,Van Nuys,CA,91405,Los Angeles,Van Nuys,(818) 849-5071,Chiosperuvianla.Com,,581208,PERUVIAN,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300,1000,2200,,https://www.facebook.com/chios.peruvian,Verified,Restaurants,3.98
Lola's Chicken,14851 Victory Blvd,Van Nuys,CA,91411,Los Angeles,Van Nuys,(818) 988-2181,Support.Website-Creator.Org,,581208,CHICKEN,1100,2100,1100,2100,1100,2100,1100,2200,1100,2200,1200,2100,,http://www.facebook.com/business,Verified,Restaurants,5.09
Tom's Burgers,5571 Cahuenga Blvd,North Hollywood,CA,91601,Los Angeles,Mid-Town North Hollywood,(818) 762-2147,Tomsfamousfamilyrestaurants.Com,,581208,BURGERS,,,,,,,,,,,,,,http://www.facebook.com/pages/toms-burgers/108930809260807,Verified,Restaurants,4.70
Deluca's Italian Deli,781 Americana Way,Glendale,CA,91210,Los Angeles,City Center,(818) 507-1116,Delucasdeli.Com,,581209,,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,http://twitter.com/delucasdeli,http://www.facebook.com/delucasdeli,Verified,Restaurants,1.75
Catering By Herach & Ara,1460 S Greenwood Ave,Montebello,CA,90640,Los Angeles,Montebello,(323) 728-0573,Cateringbyherachandara.Com,,581208,PIZZA,600,1200,600,1200,600,1200,600,1200,Closed,,600,1200,,,Verified,Restaurants,4.86
Carl's Jr,16815 Devonshire St,Granada Hills,CA,91344,Los Angeles,Granada Hills South,(818) 368-5177,Carlsjr.Com,,581208,BURGERS,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/carlsjr,,Verified,Restaurants,3.83
LA Pupuseria,2078 S Atlantic Blvd,Monterey Park,CA,91754,Los Angeles,Monterey Park,(323) 724-5736,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,3.25
Taco Delta,3806 W Sunset Blvd,Los Angeles,CA,90026,Los Angeles,Silver Lake,(323) 664-2848,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,5.23
Cali's Pizza,10502 Artesia Blvd,Bellflower,CA,90706,Los Angeles,Bellflower,(562) 461-0020,,,581222,,,,,,,,,,,,,,,,Verified,Restaurants,2.44
E Baldi,375 N Canon Dr,Beverly Hills,CA,90210,Los Angeles,Beverly Hills,(310) 248-2633,Ebaldi.Com,,581208,ITALIAN,1130,1500,1800,2200,1800,2200,1800,2200,1800,2200,1800,2200,,https://www.facebook.com/e-baldi-ristorante-250033748365282,Verified,,3.61
Giorgio Baldi,114 W Channel Rd,Santa Monica,CA,90402,Los Angeles,Pacific Palisades,(310) 573-1660,Giorgio-Baldi.Com,,581208,ITALIAN,1800,2200,1800,2200,1800,2200,1800,2200,1800,2200,1800,2200,,http://www.facebook.com/pages/giorgio-baldi-ristorante/111639985543258,Verified,,2.39
